free_text,sentiment_free_text,sentiment_score_free_text,free_text_len,rating_score,feedback_labels,emotion_free_text,label,abs_sentiment
FaceTime with doctor is very good Follow up is hit and miss I was told I needed an appointment for a test but had to follow up myself with a phone call to arrange It s also confusing whether to use Patches Patients Know Best or call Not the first time I have said this in a survey,neutral,0.4669311047,57.0,4.0,Follow-up and Continuity of Care,confusion,0,0.4669311047
I managed to get an appointment promptly and tests were also taken promptly blood ecg Also one of the doctors followed up on how I was getting along with my new medication,positive,0.6735127568,33.0,5.0,Appointment Availability,neutral,0,0.6735127568
Prompt and efficient reception staff who had the forms ready for me made for a very good experience,positive,0.9585995674,18.0,5.0,Reception Staff Interaction,admiration,0,0.9585995674
I did not wait for too long b4 I was attended to,neutral,0.7176459432,12.0,4.0,Follow-up and Continuity of Care,neutral,0,0.7176459432
PERSON didn t have to wait for long on the phone and the lady at the reception was helpful,positive,0.8046720624,18.0,5.0,Reception Staff Interaction,neutral,0,0.8046720624
i was satisfied the staff was kind and the service quick,positive,0.957773447,11.0,5.0,Staff Professionalism,approval,0,0.957773447
I was seen promptly and by a competent understanding doctor,positive,0.5200177431,10.0,5.0,Appointment Availability,neutral,0,0.5200177431
Very smart surgery and lovely people,positive,0.9614735842,6.0,5.0,Staff Empathy and Compassion,admiration,0,0.9614735842
Because I always get seen or a doctor call bk with in the same day,neutral,0.7798838019,15.0,5.0,Follow-up and Continuity of Care,neutral,0,0.7798838019
l love the beautiful indian reseptionist n,positive,0.9781925678,8.0,5.0,Staff Professionalism,love,0,0.9781925678
I was given a next day appointment which is very impressive The waiting area was light airy and comfortable and the receptionist was very friendly welcoming and efficient The whole pre appointment experience was exemplary,positive,0.9791640639,34.0,4.0,Reception Staff Interaction,admiration,0,0.9791640639
I was reassured and my questions were answered,positive,0.9181523323,8.0,5.0,Follow-up and Continuity of Care,approval,0,0.9181523323
Almost all if the services I have received from my GP have been fantastic but when 3 or 4 branches of the medical care that are looking after you recommend a visit to a specialist consultant and nothing happens and I am trying my best body and soul to get myself better one gets hugely despondent,negative,0.6457697153,56.0,4.0,Treatment Quality,disappointment,0,-0.6457697153
I was told to get some treatments and that then never happened,negative,0.6787995696,12.0,3.0,Appointment Availability,disappointment,0,-0.6787995696
I have always gotten through and have always received a response from my doctor without delay,positive,0.8794216514,16.0,5.0,Follow-up and Continuity of Care,approval,0,0.8794216514
I been for 17 years always the quality and best,positive,0.9514126182,10.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9514126182
I was seen quickly and follow up appts were made straight away results were quickly gathered and shared so I wasn t left in the dark for long,neutral,0.4944927692,27.0,5.0,Follow-up and Continuity of Care,neutral,0,0.4944927692
It was a pleasant experience in the newly refurbished Violet Melchett Centre I was called in early which was great the person I saw was very efficient and courteous and answered all my questions clearly and helpfully,positive,0.976985991,37.0,4.0,Staff Professionalism,admiration,0,0.976985991
On arrival at the VMCentre I was told that my appointment was booked in the Earl s Court clinic However the receptionist tried and succeeded in arranging my appointment with one of the doctors on site after a short wait,neutral,0.8529671431,39.0,4.0,Reception Staff Interaction,neutral,0,0.8529671431
Felt comfortable explaining my problem and how helpful the Doctor was,positive,0.8688446283,11.0,5.0,Patient Respect,approval,0,0.8688446283
Easy to make get appointment courteous reception on arrival short wait to be seen and courteous interested professional withwhom the next stage was mutually agreed Thanks regards PERSON,positive,0.9080726504,31.0,5.0,Appointment Availability,gratitude,0,0.9080726504
Porque fueron claros y eficiente la atención,neutral,0.8052680492,7.0,4.0,Communication Effectiveness,neutral,0,0.8052680492
Excellent doctor who cares about his patients and working a long hours and I was surprised but very rude and careless female receptionist just put her phone down on me so I have to go to A E now but I feel very exhausted after having a three operations this year and last one was unsuccessful just 6 days ago I m 61 years old and I ve got a lot of health problems it s shocking and very disappointing,negative,0.6311160922,76.0,4.0,Reception Staff Interaction,disappointment,0,-0.6311160922
I have given the answer above as I have not had n appointment for about a year I am also confused as to violet Melchett clinic and Chelsea practise which seem to be in the sane building,negative,0.5037968159,37.0,,Appointment Availability,confusion,0,-0.5037968159
I was taken care of Dr Was determined to get me the right treatment and took time and effort,positive,0.6749750376,19.0,5.0,Patient Respect,caring,0,0.6749750376
On time very pleasant lady efficient and fast,positive,0.9694687724,9.0,5.0,Patient Respect,admiration,0,0.9694687724
Needed to speak to a GP about some concerns and had a constuctive converstion going over everything that was of importance,neutral,0.7945199013,21.0,5.0,Appointment Availability,neutral,0,0.7945199013
The appointment was rapid The doctor saw me on time The questions were to the point I was listened t,positive,0.8653260469,20.0,5.0,Appointment Availability,neutral,0,0.8653260469
I felt I was listened to and treated well,positive,0.897687614,9.0,5.0,Treatment Quality,admiration,0,0.897687614
Never had a bad experience so far I am very happy with your services I just wish that there was a Saturday morning surgery as it is very hard for me to come during my working hours,positive,0.8470354676,37.0,5.0,Patient Respect,desire,0,0.8470354676
I was seen quickly PERSON was very professional and explained everything that needed to be done Which put me at ease,positive,0.8113334179,21.0,5.0,Staff Professionalism,approval,0,0.8113334179
Telephones take such a long time to speak to anyone I personally have been in the queue for over 30 minutes I do however understand it s an extremely busy surgery,negative,0.8412845135,30.0,4.0,Waiting Time,neutral,0,-0.8412845135
I requested my repeat HRT prescription I was told it would be ready for collection on July 30th Late on Aug 2nd friday I received a message to say I would be given 28 days supply only as I needed a pill check I was leaving the country for 2 months on Aug 6th I called the surgery in Monday Aug 5th and explained my problem They arranged for me to have a pill check done the evening out of hours and a new request for a 6 month supply When I went to pick up my new prescription on my way to the airport the prescription was for 28 days I called the surgery and they apologise for the mistake but now I need to go without my HRT for over a month,neutral,0.8592279553,134.0,1.0,Prescriptions and Medication Management,neutral,0,0.8592279553
When I saw the doctor I just explained my trouble and he did check all my informations in his computer and organised a blood test After 2 days he called me and said I do have to much sodium in my blood and I will need again to have another blood test which was done a week after Another blood test is been programming in 2 months,neutral,0.6700612307,67.0,5.0,Test Results,neutral,0,0.6700612307
Called 111 last night received 2 calls from surgery before 10am,neutral,0.8932688236,11.0,5.0,Follow-up and Continuity of Care,neutral,0,0.8932688236
I went online to book an appointment That is the first time that has ever worked for me I got an appointment quicker that I ever previously had got to the Doctors was seen bang on time and the doctor PERSON was great Only one problem she doesn t have the specialist authorisation to give me the prescription that I needed,positive,0.9325358868,61.0,5.0,Accessibility and Convenience,neutral,0,0.9325358868
I ve done a blood pressure pulse reading for 2 weeks and things was really smoothly,positive,0.8158634305,14.0,5.0,Test Results,approval,0,0.8158634305
The doctor was very friendly and helpful,positive,0.9585880637,7.0,5.0,Patient Respect,admiration,0,0.9585880637
Very good doctors reception person and nice people working,positive,0.9584285021,9.0,5.0,Reception Staff Interaction,admiration,0,0.9584285021
Mr PERSON fi is very good and professional and he is a very nice person thank you mr PERSON fi,positive,0.9770804644,18.0,5.0,Patient Respect,gratitude,0,0.9770804644
My mum presented with possible heart attack symptoms and the gp strongly encouraged us to go to A E She was excellent by giving mum a thorough check and refering her to the cardiology team who we are seeing next week Also the appointment was initially a telephone call but she was flexible in waiting 20 mins for us to get there so she could see mum face to face,positive,0.6122905016,69.0,5.0,Follow-up and Continuity of Care,admiration,0,0.6122905016
I didn t have To wait long and dr PERSON was good direct and very pleasant and helpful thank youl,positive,0.939070642,20.0,5.0,Patient Respect,gratitude,0,0.939070642
Seen very quickly and the health assistant was very welcoming and made Conversation,positive,0.9338961244,13.0,5.0,Patient Respect,gratitude,0,0.9338961244
Getting access to the GP more easily,positive,0.6411969662,7.0,4.0,Accessibility and Convenience,neutral,0,0.6411969662
